ch_stt,cau_tra_loi,bkt_id,item_ID,thanh_phan_kien_thuc_id,dap_an,muc_do,ch_loai,chi_bao_hanh_vi_id,chi_bao_hanh_vi_id_sub,noi_dung_lv1,noi_dung_lv2,noi_dung_lv3,noi_dung_lv4,yccd_id,yccd,thanh_phan_kien_thuc,muc_do_dat_chuan,student_ID,nang_luc_id,nang_luc,nang_luc_thanh_phan,bieu_hien,score
107,C,02.K6.1_01,02.K6.1_01_07,02.K6.1.3.1,C,M1,MC,TH.TDLL.1_Quan sát được,blank,SỐ VÀ ĐẠI SỐ,Số,Số nguyên,Số nguyên âm và tập hợp các số nguyên. Thứ tự trong tập hợp các số nguyên,02.K6.1.3,– Nhận biết được số đối của một số nguyên.,Nhận biết được số đối của một số nguyên,M_,tta_lcws_2024_2028_s32,TH.TDLL,Năng lực tư duy và lập luận Toán học,"Thực hiện được các thao tác tư duy như: so sánh, phân tích, tổng hợp, đặc biệt hoá, khái quát hoá, tương tự.","Thực hiện được các thao tác tư duy, đặc biệt biết quan sát, giải thích được sự tương đồng và khác biệt trong nhiều tình huống và thể hiện được kết quả của việc quan sát.",1
108,D,02.K6.1_01,02.K6.1_01_08,02.K6.1.3.1,D,M1,MC,TH.TDLL.1_Quan sát được,blank,SỐ VÀ ĐẠI SỐ,Số,Số nguyên,Số nguyên âm và tập hợp các số nguyên. Thứ tự trong tập hợp các số nguyên,02.K6.1.3,– Nhận biết được số đối của một số nguyên.,Nhận biết được số đối của một số nguyên,M_,tta_lcws_2024_2028_s32,TH.TDLL,Năng lực tư duy và lập luận Toán học,"Thực hiện được các thao tác tư duy như: so sánh, phân tích, tổng hợp, đặc biệt hoá, khái quát hoá, tương tự.","Thực hiện được các thao tác tư duy, đặc biệt biết quan sát, giải thích được sự tương đồng và khác biệt trong nhiều tình huống và thể hiện được kết quả của việc quan sát.",1
109,A,02.K6.1_01,02.K6.1_01_09,02.K6.1.5.1,D,M2,MC,TH.GQVD.3_Thực hiện được giải pháp,blank,SỐ VÀ ĐẠI SỐ,Số,Số nguyên,Số nguyên âm và tập hợp các số nguyên. Thứ tự trong tập hợp các số nguyên,02.K6.1.5,– Nhận biết được ý nghĩa của số nguyên âm trong một số bài toán thực tiễn.,Nhận biết được ý nghĩa của số nguyên âm trong một số bài toán thực tiễn,M_,tta_lcws_2024_2028_s32,TH.GQVD,Năng lực giải quyết vấn đề toán học,"Sử dụng được các kiến thức, kĩ năng toán học tương thích (bao gồm các công cụ và thuật toán) để giải quyết vấn đề đặt ra.","Sử dụng được các kiến thức, kĩ năng toán học tương thích để giải quyết vấn đề.",0
201,"S
Đ
Đ",02.K6.1_01,02.K6.1_01_10,02.K6.1.1.1,"S
Đ
S",M1,TF,TH.TDLL.1_Quan sát được,blank,SỐ VÀ ĐẠI SỐ,Số,Số nguyên,Số nguyên âm và tập hợp các số nguyên. Thứ tự trong tập hợp các số nguyên,02.K6.1.1,"– Nhận biết được số nguyên âm, tập hợp các số nguyên.","Nhận biết được số nguyên âm, tập hợp các số nguyên",M_,tta_lcws_2024_2028_s32,TH.TDLL,Năng lực tư duy và lập luận Toán học,"Thực hiện được các thao tác tư duy như: so sánh, phân tích, tổng hợp, đặc biệt hoá, khái quát hoá, tương tự.","Thực hiện được các thao tác tư duy, đặc biệt biết quan sát, giải thích được sự tương đồng và khác biệt trong nhiều tình huống và thể hiện được kết quả của việc quan sát.",0
202,"S
Đ
Đ",02.K6.1_01,02.K6.1_01_11,02.K6.1.2.1,"Đ
Đ
S",M2,TF,TH.GQVD.4_Kiểm tra để xác nhận/bác bỏ,blank,SỐ VÀ ĐẠI SỐ,Số,Số nguyên,Số nguyên âm và tập hợp các số nguyên. Thứ tự trong tập hợp các số nguyên,02.K6.1.2,– Biểu diễn được số nguyên trên trục số.,Biểu diễn được số nguyên trên trục số,M_,tta_lcws_2024_2028_s32,TH.GQVD,Năng lực giải quyết vấn đề toán học,Đánh giá được giải pháp đề ra và khái quát hoá được cho vấn đề tương tự.,Giải thích được giải pháp đã thực hiện.,0
203,"Đ
S
Đ
Đ",02.K6.1_01,02.K6.1_01_12,02.K6.1.5.1,"Đ
S
S
Đ",M2,TF,TH.GQVD.4_Kiểm tra để xác nhận/bác bỏ,blank,SỐ VÀ ĐẠI SỐ,Số,Số nguyên,Số nguyên âm và tập hợp các số nguyên. Thứ tự trong tập hợp các số nguyên,02.K6.1.5,– Nhận biết được ý nghĩa của số nguyên âm trong một số bài toán thực tiễn.,Nhận biết được ý nghĩa của số nguyên âm trong một số bài toán thực tiễn,M_,tta_lcws_2024_2028_s32,TH.GQVD,Năng lực giải quyết vấn đề toán học,Đánh giá được giải pháp đề ra và khái quát hoá được cho vấn đề tương tự.,Giải thích được giải pháp đã thực hiện.,0
301,8,02.K6.1_01,02.K6.1_01_13,02.K6.1.1.1,4,M1,SA,TH.TDLL.1_Mô tả được kết quả quan sát,blank,SỐ VÀ ĐẠI SỐ,Số,Số nguyên,Số nguyên âm và tập hợp các số nguyên. Thứ tự trong tập hợp các số nguyên,02.K6.1.1,"– Nhận biết được số nguyên âm, tập hợp các số nguyên.","Nhận biết được số nguyên âm, tập hợp các số nguyên",M_,tta_lcws_2024_2028_s32,TH.TDLL,Năng lực tư duy và lập luận Toán học,"Thực hiện được các thao tác tư duy như: so sánh, phân tích, tổng hợp, đặc biệt hoá, khái quát hoá, tương tự.","Thực hiện được các thao tác tư duy, đặc biệt biết quan sát, giải thích được sự tương đồng và khác biệt trong nhiều tình huống và thể hiện được kết quả của việc quan sát.",0
302,6,02.K6.1_01,02.K6.1_01_14,02.K6.1.1.1,8,M2,SA,TH.TDLL.1_Mô tả được kết quả quan sát,blank,SỐ VÀ ĐẠI SỐ,Số,Số nguyên,Số nguyên âm và tập hợp các số nguyên. Thứ tự trong tập hợp các số nguyên,02.K6.1.1,"– Nhận biết được số nguyên âm, tập hợp các số nguyên.","Nhận biết được số nguyên âm, tập hợp các số nguyên",M_,tta_lcws_2024_2028_s32,TH.TDLL,Năng lực tư duy và lập luận Toán học,"Thực hiện được các thao tác tư duy như: so sánh, phân tích, tổng hợp, đặc biệt hoá, khái quát hoá, tương tự.","Thực hiện được các thao tác tư duy, đặc biệt biết quan sát, giải thích được sự tương đồng và khác biệt trong nhiều tình huống và thể hiện được kết quả của việc quan sát.",0
303,7,02.K6.1_01,02.K6.1_01_15,02.K6.1.4.1,7,M3,SA,TH.TDLL.1_Mô tả được kết quả quan sát,blank,SỐ VÀ ĐẠI SỐ,Số,Số nguyên,Số nguyên âm và tập hợp các số nguyên. Thứ tự trong tập hợp các số nguyên,02.K6.1.4,– Nhận biết được thứ tự trong tập hợp các số nguyên. So sánh được hai số nguyên cho trước.,Nhận biết được thứ tự trong tập hợp các số nguyên. So sánh được hai số nguyên cho trước,M_,tta_lcws_2024_2028_s32,TH.TDLL,Năng lực tư duy và lập luận Toán học,"Thực hiện được các thao tác tư duy như: so sánh, phân tích, tổng hợp, đặc biệt hoá, khái quát hoá, tương tự.","Thực hiện được các thao tác tư duy, đặc biệt biết quan sát, giải thích được sự tương đồng và khác biệt trong nhiều tình huống và thể hiện được kết quả của việc quan sát.",1
101,B,02.K6.1_01,02.K6.1_01_01,02.K6.1.4.1,B,M1,MC,TH.TDLL.1_Quan sát được,blank,SỐ VÀ ĐẠI SỐ,Số,Số nguyên,Số nguyên âm và tập hợp các số nguyên. Thứ tự trong tập hợp các số nguyên,02.K6.1.4,– Nhận biết được thứ tự trong tập hợp các số nguyên. So sánh được hai số nguyên cho trước.,Nhận biết được thứ tự trong tập hợp các số nguyên. So sánh được hai số nguyên cho trước,M_,tta_lcws_2024_2028_s41,TH.TDLL,Năng lực tư duy và lập luận Toán học,"Thực hiện được các thao tác tư duy như: so sánh, phân tích, tổng hợp, đặc biệt hoá, khái quát hoá, tương tự.","Thực hiện được các thao tác tư duy, đặc biệt biết quan sát, giải thích được sự tương đồng và khác biệt trong nhiều tình huống và thể hiện được kết quả của việc quan sát.",1
102,A,02.K6.1_01,02.K6.1_01_02,02.K6.1.1.1,B,M1,MC,TH.TDLL.1_Mô tả được kết quả quan sát,blank,SỐ VÀ ĐẠI SỐ,Số,Số nguyên,Số nguyên âm và tập hợp các số nguyên. Thứ tự trong tập hợp các số nguyên,02.K6.1.1,"– Nhận biết được số nguyên âm, tập hợp các số nguyên.","Nhận biết được số nguyên âm, tập hợp các số nguyên",M_,tta_lcws_2024_2028_s41,TH.TDLL,Năng lực tư duy và lập luận Toán học,"Thực hiện được các thao tác tư duy như: so sánh, phân tích, tổng hợp, đặc biệt hoá, khái quát hoá, tương tự.","Thực hiện được các thao tác tư duy, đặc biệt biết quan sát, giải thích được sự tương đồng và khác biệt trong nhiều tình huống và thể hiện được kết quả của việc quan sát.",0
103,D,02.K6.1_01,02.K6.1_01_03,02.K6.1.5.1,D,M1,MC,TH.TDLL.1_So sánh được,blank,SỐ VÀ ĐẠI SỐ,Số,Số nguyên,Số nguyên âm và tập hợp các số nguyên. Thứ tự trong tập hợp các số nguyên,02.K6.1.5,– Nhận biết được ý nghĩa của số nguyên âm trong một số bài toán thực tiễn.,Nhận biết được ý nghĩa của số nguyên âm trong một số bài toán thực tiễn,M_,tta_lcws_2024_2028_s41,TH.TDLL,Năng lực tư duy và lập luận Toán học,"Thực hiện được các thao tác tư duy như: so sánh, phân tích, tổng hợp, đặc biệt hoá, khái quát hoá, tương tự.","Thực hiện được các thao tác tư duy, đặc biệt biết quan sát, giải thích được sự tương đồng và khác biệt trong nhiều tình huống và thể hiện được kết quả của việc quan sát.",1
104,"A
B",02.K6.1_01,02.K6.1_01_04,02.K6.1.2.1,"A
B",M1,MC,TH.TDLL.1_Quan sát được,blank,SỐ VÀ ĐẠI SỐ,Số,Số nguyên,Số nguyên âm và tập hợp các số nguyên. Thứ tự trong tập hợp các số nguyên,02.K6.1.2,– Biểu diễn được số nguyên trên trục số.,Biểu diễn được số nguyên trên trục số,M_,tta_lcws_2024_2028_s41,TH.TDLL,Năng lực tư duy và lập luận Toán học,"Thực hiện được các thao tác tư duy như: so sánh, phân tích, tổng hợp, đặc biệt hoá, khái quát hoá, tương tự.","Thực hiện được các thao tác tư duy, đặc biệt biết quan sát, giải thích được sự tương đồng và khác biệt trong nhiều tình huống và thể hiện được kết quả của việc quan sát.",1
105,C,02.K6.1_01,02.K6.1_01_05,02.K6.1.2.1,C,M2,MC,TH.TDLL.1_Mô tả được kết quả quan sát,blank,SỐ VÀ ĐẠI SỐ,Số,Số nguyên,Số nguyên âm và tập hợp các số nguyên. Thứ tự trong tập hợp các số nguyên,02.K6.1.2,– Biểu diễn được số nguyên trên trục số.,Biểu diễn được số nguyên trên trục số,M_,tta_lcws_2024_2028_s41,TH.TDLL,Năng lực tư duy và lập luận Toán học,"Thực hiện được các thao tác tư duy như: so sánh, phân tích, tổng hợp, đặc biệt hoá, khái quát hoá, tương tự.","Thực hiện được các thao tác tư duy, đặc biệt biết quan sát, giải thích được sự tương đồng và khác biệt trong nhiều tình huống và thể hiện được kết quả của việc quan sát.",1
106,A,02.K6.1_01,02.K6.1_01_06,02.K6.1.2.1,A,M1,MC,TH.GQVD.1_Mô tả tình huống,blank,SỐ VÀ ĐẠI SỐ,Số,Số nguyên,Số nguyên âm và tập hợp các số nguyên. Thứ tự trong tập hợp các số nguyên,02.K6.1.2,– Biểu diễn được số nguyên trên trục số.,Biểu diễn được số nguyên trên trục số,M_,tta_lcws_2024_2028_s41,TH.GQVD,Năng lực giải quyết vấn đề toán học,"Nhận biết, phát hiện được vấn đề cần giải quyết bằng toán học.",Phát hiện được vấn đề cần giải quyết.,1
107,D,02.K6.1_01,02.K6.1_01_07,02.K6.1.3.1,C,M1,MC,TH.TDLL.1_Quan sát được,blank,SỐ VÀ ĐẠI SỐ,Số,Số nguyên,Số nguyên âm và tập hợp các số nguyên. Thứ tự trong tập hợp các số nguyên,02.K6.1.3,– Nhận biết được số đối của một số nguyên.,Nhận biết được số đối của một số nguyên,M_,tta_lcws_2024_2028_s41,TH.TDLL,Năng lực tư duy và lập luận Toán học,"Thực hiện được các thao tác tư duy như: so sánh, phân tích, tổng hợp, đặc biệt hoá, khái quát hoá, tương tự.","Thực hiện được các thao tác tư duy, đặc biệt biết quan sát, giải thích được sự tương đồng và khác biệt trong nhiều tình huống và thể hiện được kết quả của việc quan sát.",0
108,C,02.K6.1_01,02.K6.1_01_08,02.K6.1.3.1,D,M1,MC,TH.TDLL.1_Quan sát được,blank,SỐ VÀ ĐẠI SỐ,Số,Số nguyên,Số nguyên âm và tập hợp các số nguyên. Thứ tự trong tập hợp các số nguyên,02.K6.1.3,– Nhận biết được số đối của một số nguyên.,Nhận biết được số đối của một số nguyên,M_,tta_lcws_2024_2028_s41,TH.TDLL,Năng lực tư duy và lập luận Toán học,"Thực hiện được các thao tác tư duy như: so sánh, phân tích, tổng hợp, đặc biệt hoá, khái quát hoá, tương tự.","Thực hiện được các thao tác tư duy, đặc biệt biết quan sát, giải thích được sự tương đồng và khác biệt trong nhiều tình huống và thể hiện được kết quả của việc quan sát.",0
109,D,02.K6.1_01,02.K6.1_01_09,02.K6.1.5.1,D,M2,MC,TH.GQVD.3_Thực hiện được giải pháp,blank,SỐ VÀ ĐẠI SỐ,Số,Số nguyên,Số nguyên âm và tập hợp các số nguyên. Thứ tự trong tập hợp các số nguyên,02.K6.1.5,– Nhận biết được ý nghĩa của số nguyên âm trong một số bài toán thực tiễn.,Nhận biết được ý nghĩa của số nguyên âm trong một số bài toán thực tiễn,M_,tta_lcws_2024_2028_s41,TH.GQVD,Năng lực giải quyết vấn đề toán học,"Sử dụng được các kiến thức, kĩ năng toán học tương thích (bao gồm các công cụ và thuật toán) để giải quyết vấn đề đặt ra.","Sử dụng được các kiến thức, kĩ năng toán học tương thích để giải quyết vấn đề.",1
201,"S
Đ
S",02.K6.1_01,02.K6.1_01_10,02.K6.1.1.1,"S
Đ
S",M1,TF,TH.TDLL.1_Quan sát được,blank,SỐ VÀ ĐẠI SỐ,Số,Số nguyên,Số nguyên âm và tập hợp các số nguyên. Thứ tự trong tập hợp các số nguyên,02.K6.1.1,"– Nhận biết được số nguyên âm, tập hợp các số nguyên.","Nhận biết được số nguyên âm, tập hợp các số nguyên",M_,tta_lcws_2024_2028_s41,TH.TDLL,Năng lực tư duy và lập luận Toán học,"Thực hiện được các thao tác tư duy như: so sánh, phân tích, tổng hợp, đặc biệt hoá, khái quát hoá, tương tự.","Thực hiện được các thao tác tư duy, đặc biệt biết quan sát, giải thích được sự tương đồng và khác biệt trong nhiều tình huống và thể hiện được kết quả của việc quan sát.",1
202,"Đ
S
Đ",02.K6.1_01,02.K6.1_01_11,02.K6.1.2.1,"Đ
Đ
S",M2,TF,TH.GQVD.4_Kiểm tra để xác nhận/bác bỏ,blank,SỐ VÀ ĐẠI SỐ,Số,Số nguyên,Số nguyên âm và tập hợp các số nguyên. Thứ tự trong tập hợp các số nguyên,02.K6.1.2,– Biểu diễn được số nguyên trên trục số.,Biểu diễn được số nguyên trên trục số,M_,tta_lcws_2024_2028_s41,TH.GQVD,Năng lực giải quyết vấn đề toán học,Đánh giá được giải pháp đề ra và khái quát hoá được cho vấn đề tương tự.,Giải thích được giải pháp đã thực hiện.,0
203,"Đ
Đ
Đ
Đ",02.K6.1_01,02.K6.1_01_12,02.K6.1.5.1,"Đ
S
S
Đ",M2,TF,TH.GQVD.4_Kiểm tra để xác nhận/bác bỏ,blank,SỐ VÀ ĐẠI SỐ,Số,Số nguyên,Số nguyên âm và tập hợp các số nguyên. Thứ tự trong tập hợp các số nguyên,02.K6.1.5,– Nhận biết được ý nghĩa của số nguyên âm trong một số bài toán thực tiễn.,Nhận biết được ý nghĩa của số nguyên âm trong một số bài toán thực tiễn,M_,tta_lcws_2024_2028_s41,TH.GQVD,Năng lực giải quyết vấn đề toán học,Đánh giá được giải pháp đề ra và khái quát hoá được cho vấn đề tương tự.,Giải thích được giải pháp đã thực hiện.,0
301,7,02.K6.1_01,02.K6.1_01_13,02.K6.1.1.1,4,M1,SA,TH.TDLL.1_Mô tả được kết quả quan sát,blank,SỐ VÀ ĐẠI SỐ,Số,Số nguyên,Số nguyên âm và tập hợp các số nguyên. Thứ tự trong tập hợp các số nguyên,02.K6.1.1,"– Nhận biết được số nguyên âm, tập hợp các số nguyên.","Nhận biết được số nguyên âm, tập hợp các số nguyên",M_,tta_lcws_2024_2028_s41,TH.TDLL,Năng lực tư duy và lập luận Toán học,"Thực hiện được các thao tác tư duy như: so sánh, phân tích, tổng hợp, đặc biệt hoá, khái quát hoá, tương tự.","Thực hiện được các thao tác tư duy, đặc biệt biết quan sát, giải thích được sự tương đồng và khác biệt trong nhiều tình huống và thể hiện được kết quả của việc quan sát.",0
302,8,02.K6.1_01,02.K6.1_01_14,02.K6.1.1.1,8,M2,SA,TH.TDLL.1_Mô tả được kết quả quan sát,blank,SỐ VÀ ĐẠI SỐ,Số,Số nguyên,Số nguyên âm và tập hợp các số nguyên. Thứ tự trong tập hợp các số nguyên,02.K6.1.1,"– Nhận biết được số nguyên âm, tập hợp các số nguyên.","Nhận biết được số nguyên âm, tập hợp các số nguyên",M_,tta_lcws_2024_2028_s41,TH.TDLL,Năng lực tư duy và lập luận Toán học,"Thực hiện được các thao tác tư duy như: so sánh, phân tích, tổng hợp, đặc biệt hoá, khái quát hoá, tương tự.","Thực hiện được các thao tác tư duy, đặc biệt biết quan sát, giải thích được sự tương đồng và khác biệt trong nhiều tình huống và thể hiện được kết quả của việc quan sát.",1
303,7,02.K6.1_01,02.K6.1_01_15,02.K6.1.4.1,7,M3,SA,TH.TDLL.1_Mô tả được kết quả quan sát,blank,SỐ VÀ ĐẠI SỐ,Số,Số nguyên,Số nguyên âm và tập hợp các số nguyên. Thứ tự trong tập hợp các số nguyên,02.K6.1.4,– Nhận biết được thứ tự trong tập hợp các số nguyên. So sánh được hai số nguyên cho trước.,Nhận biết được thứ tự trong tập hợp các số nguyên. So sánh được hai số nguyên cho trước,M_,tta_lcws_2024_2028_s41,TH.TDLL,Năng lực tư duy và lập luận Toán học,"Thực hiện được các thao tác tư duy như: so sánh, phân tích, tổng hợp, đặc biệt hoá, khái quát hoá, tương tự.","Thực hiện được các thao tác tư duy, đặc biệt biết quan sát, giải thích được sự tương đồng và khác biệt trong nhiều tình huống và thể hiện được kết quả của việc quan sát.",1
101,B,02.K6.1_01,02.K6.1_01_01,02.K6.1.4.1,B,M1,MC,TH.TDLL.1_Quan sát được,blank,SỐ VÀ ĐẠI SỐ,Số,Số nguyên,Số nguyên âm và tập hợp các số nguyên. Thứ tự trong tập hợp các số nguyên,02.K6.1.4,– Nhận biết được thứ tự trong tập hợp các số nguyên. So sánh được hai số nguyên cho trước.,Nhận biết được thứ tự trong tập hợp các số nguyên. So sánh được hai số nguyên cho trước,M_,tta_lcws_2024_2028_s36,TH.TDLL,Năng lực tư duy và lập luận Toán học,"Thực hiện được các thao tác tư duy như: so sánh, phân tích, tổng hợp, đặc biệt hoá, khái quát hoá, tương tự.","Thực hiện được các thao tác tư duy, đặc biệt biết quan sát, giải thích được sự tương đồng và khác biệt trong nhiều tình huống và thể hiện được kết quả của việc quan sát.",1
102,B,02.K6.1_01,02.K6.1_01_02,02.K6.1.1.1,B,M1,MC,TH.TDLL.1_Mô tả được kết quả quan sát,blank,SỐ VÀ ĐẠI SỐ,Số,Số nguyên,Số nguyên âm và tập hợp các số nguyên. Thứ tự trong tập hợp các số nguyên,02.K6.1.1,"– Nhận biết được số nguyên âm, tập hợp các số nguyên.","Nhận biết được số nguyên âm, tập hợp các số nguyên",M_,tta_lcws_2024_2028_s36,TH.TDLL,Năng lực tư duy và lập luận Toán học,"Thực hiện được các thao tác tư duy như: so sánh, phân tích, tổng hợp, đặc biệt hoá, khái quát hoá, tương tự.","Thực hiện được các thao tác tư duy, đặc biệt biết quan sát, giải thích được sự tương đồng và khác biệt trong nhiều tình huống và thể hiện được kết quả của việc quan sát.",1
103,D,02.K6.1_01,02.K6.1_01_03,02.K6.1.5.1,D,M1,MC,TH.TDLL.1_So sánh được,blank,SỐ VÀ ĐẠI SỐ,Số,Số nguyên,Số nguyên âm và tập hợp các số nguyên. Thứ tự trong tập hợp các số nguyên,02.K6.1.5,– Nhận biết được ý nghĩa của số nguyên âm trong một số bài toán thực tiễn.,Nhận biết được ý nghĩa của số nguyên âm trong một số bài toán thực tiễn,M_,tta_lcws_2024_2028_s36,TH.TDLL,Năng lực tư duy và lập luận Toán học,"Thực hiện được các thao tác tư duy như: so sánh, phân tích, tổng hợp, đặc biệt hoá, khái quát hoá, tương tự.","Thực hiện được các thao tác tư duy, đặc biệt biết quan sát, giải thích được sự tương đồng và khác biệt trong nhiều tình huống và thể hiện được kết quả của việc quan sát.",1
104,"A
B",02.K6.1_01,02.K6.1_01_04,02.K6.1.2.1,"A
B",M1,MC,TH.TDLL.1_Quan sát được,blank,SỐ VÀ ĐẠI SỐ,Số,Số nguyên,Số nguyên âm và tập hợp các số nguyên. Thứ tự trong tập hợp các số nguyên,02.K6.1.2,– Biểu diễn được số nguyên trên trục số.,Biểu diễn được số nguyên trên trục số,M_,tta_lcws_2024_2028_s36,TH.TDLL,Năng lực tư duy và lập luận Toán học,"Thực hiện được các thao tác tư duy như: so sánh, phân tích, tổng hợp, đặc biệt hoá, khái quát hoá, tương tự.","Thực hiện được các thao tác tư duy, đặc biệt biết quan sát, giải thích được sự tương đồng và khác biệt trong nhiều tình huống và thể hiện được kết quả của việc quan sát.",1
105,C,02.K6.1_01,02.K6.1_01_05,02.K6.1.2.1,C,M2,MC,TH.TDLL.1_Mô tả được kết quả quan sát,blank,SỐ VÀ ĐẠI SỐ,Số,Số nguyên,Số nguyên âm và tập hợp các số nguyên. Thứ tự trong tập hợp các số nguyên,02.K6.1.2,– Biểu diễn được số nguyên trên trục số.,Biểu diễn được số nguyên trên trục số,M_,tta_lcws_2024_2028_s36,TH.TDLL,Năng lực tư duy và lập luận Toán học,"Thực hiện được các thao tác tư duy như: so sánh, phân tích, tổng hợp, đặc biệt hoá, khái quát hoá, tương tự.","Thực hiện được các thao tác tư duy, đặc biệt biết quan sát, giải thích được sự tương đồng và khác biệt trong nhiều tình huống và thể hiện được kết quả của việc quan sát.",1
106,A,02.K6.1_01,02.K6.1_01_06,02.K6.1.2.1,A,M1,MC,TH.GQVD.1_Mô tả tình huống,blank,SỐ VÀ ĐẠI SỐ,Số,Số nguyên,Số nguyên âm và tập hợp các số nguyên. Thứ tự trong tập hợp các số nguyên,02.K6.1.2,– Biểu diễn được số nguyên trên trục số.,Biểu diễn được số nguyên trên trục số,M_,tta_lcws_2024_2028_s36,TH.GQVD,Năng lực giải quyết vấn đề toán học,"Nhận biết, phát hiện được vấn đề cần giải quyết bằng toán học.",Phát hiện được vấn đề cần giải quyết.,1
107,D,02.K6.1_01,02.K6.1_01_07,02.K6.1.3.1,C,M1,MC,TH.TDLL.1_Quan sát được,blank,SỐ VÀ ĐẠI SỐ,Số,Số nguyên,Số nguyên âm và tập hợp các số nguyên. Thứ tự trong tập hợp các số nguyên,02.K6.1.3,– Nhận biết được số đối của một số nguyên.,Nhận biết được số đối của một số nguyên,M_,tta_lcws_2024_2028_s36,TH.TDLL,Năng lực tư duy và lập luận Toán học,"Thực hiện được các thao tác tư duy như: so sánh, phân tích, tổng hợp, đặc biệt hoá, khái quát hoá, tương tự.","Thực hiện được các thao tác tư duy, đặc biệt biết quan sát, giải thích được sự tương đồng và khác biệt trong nhiều tình huống và thể hiện được kết quả của việc quan sát.",0
108,D,02.K6.1_01,02.K6.1_01_08,02.K6.1.3.1,D,M1,MC,TH.TDLL.1_Quan sát được,blank,SỐ VÀ ĐẠI SỐ,Số,Số nguyên,Số nguyên âm và tập hợp các số nguyên. Thứ tự trong tập hợp các số nguyên,02.K6.1.3,– Nhận biết được số đối của một số nguyên.,Nhận biết được số đối của một số nguyên,M_,tta_lcws_2024_2028_s36,TH.TDLL,Năng lực tư duy và lập luận Toán học,"Thực hiện được các thao tác tư duy như: so sánh, phân tích, tổng hợp, đặc biệt hoá, khái quát hoá, tương tự.","Thực hiện được các thao tác tư duy, đặc biệt biết quan sát, giải thích được sự tương đồng và khác biệt trong nhiều tình huống và thể hiện được kết quả của việc quan sát.",1
109,D,02.K6.1_01,02.K6.1_01_09,02.K6.1.5.1,D,M2,MC,TH.GQVD.3_Thực hiện được giải pháp,blank,SỐ VÀ ĐẠI SỐ,Số,Số nguyên,Số nguyên âm và tập hợp các số nguyên. Thứ tự trong tập hợp các số nguyên,02.K6.1.5,– Nhận biết được ý nghĩa của số nguyên âm trong một số bài toán thực tiễn.,Nhận biết được ý nghĩa của số nguyên âm trong một số bài toán thực tiễn,M_,tta_lcws_2024_2028_s36,TH.GQVD,Năng lực giải quyết vấn đề toán học,"Sử dụng được các kiến thức, kĩ năng toán học tương thích (bao gồm các công cụ và thuật toán) để giải quyết vấn đề đặt ra.","Sử dụng được các kiến thức, kĩ năng toán học tương thích để giải quyết vấn đề.",1
201,"S
Đ
Đ",02.K6.1_01,02.K6.1_01_10,02.K6.1.1.1,"S
Đ
S",M1,TF,TH.TDLL.1_Quan sát được,blank,SỐ VÀ ĐẠI SỐ,Số,Số nguyên,Số nguyên âm và tập hợp các số nguyên. Thứ tự trong tập hợp các số nguyên,02.K6.1.1,"– Nhận biết được số nguyên âm, tập hợp các số nguyên.","Nhận biết được số nguyên âm, tập hợp các số nguyên",M_,tta_lcws_2024_2028_s36,TH.TDLL,Năng lực tư duy và lập luận Toán học,"Thực hiện được các thao tác tư duy như: so sánh, phân tích, tổng hợp, đặc biệt hoá, khái quát hoá, tương tự.","Thực hiện được các thao tác tư duy, đặc biệt biết quan sát, giải thích được sự tương đồng và khác biệt trong nhiều tình huống và thể hiện được kết quả của việc quan sát.",0
202,"Đ
Đ
Đ",02.K6.1_01,02.K6.1_01_11,02.K6.1.2.1,"Đ
Đ
S",M2,TF,TH.GQVD.4_Kiểm tra để xác nhận/bác bỏ,blank,SỐ VÀ ĐẠI SỐ,Số,Số nguyên,Số nguyên âm và tập hợp các số nguyên. Thứ tự trong tập hợp các số nguyên,02.K6.1.2,– Biểu diễn được số nguyên trên trục số.,Biểu diễn được số nguyên trên trục số,M_,tta_lcws_2024_2028_s36,TH.GQVD,Năng lực giải quyết vấn đề toán học,Đánh giá được giải pháp đề ra và khái quát hoá được cho vấn đề tương tự.,Giải thích được giải pháp đã thực hiện.,0
203,"Đ
S
S
Đ",02.K6.1_01,02.K6.1_01_12,02.K6.1.5.1,"Đ
S
S
Đ",M2,TF,TH.GQVD.4_Kiểm tra để xác nhận/bác bỏ,blank,SỐ VÀ ĐẠI SỐ,Số,Số nguyên,Số nguyên âm và tập hợp các số nguyên. Thứ tự trong tập hợp các số nguyên,02.K6.1.5,– Nhận biết được ý nghĩa của số nguyên âm trong một số bài toán thực tiễn.,Nhận biết được ý nghĩa của số nguyên âm trong một số bài toán thực tiễn,M_,tta_lcws_2024_2028_s36,TH.GQVD,Năng lực giải quyết vấn đề toán học,Đánh giá được giải pháp đề ra và khái quát hoá được cho vấn đề tương tự.,Giải thích được giải pháp đã thực hiện.,1
